LFQi 1_ATL2: Significant Class A	LFQi 1_ATL2: Significant Class B	LFQi 1_ATL2: -Log(P-value)	LFQi 1_ATL2: Difference	LFQi 1_ATL3: Significant Class A	LFQi 1_ATL3: Significant Class B	LFQi 1_ATL3: -Log(P-value)	LFQi 1_ATL3: Difference	LFQi 1_ATP2B1: Significant Class A	LFQi 1_ATP2B1: Significant Class B	LFQi 1_ATP2B1: -Log(P-value)	LFQi 1_ATP2B1: Difference	LFQi 1_CLTA: Significant Class A	LFQi 1_CLTA: Significant Class B	LFQi 1_CLTA: -Log(P-value)	LFQi 1_CLTA: Difference	LFQi 1_LAMP1: Significant Class A	LFQi 1_LAMP1: Significant Class B	LFQi 1_LAMP1: -Log(P-value)	LFQi 1_LAMP1: Difference	LFQi 1_LMAN1: Significant Class A	LFQi 1_LMAN1: Significant Class B	LFQi 1_LMAN1: -Log(P-value)	LFQi 1_LMAN1: Difference	LFQi 1_MTOR: Significant Class A	LFQi 1_MTOR: Significant Class B	LFQi 1_MTOR: -Log(P-value)	LFQi 1_MTOR: Difference	LFQi 1_OSBPL8: Significant Class A	LFQi 1_OSBPL8: Significant Class B	LFQi 1_OSBPL8: -Log(P-value)	LFQi 1_OSBPL8: Difference	LFQi 1_POLR1C: Significant Class A	LFQi 1_POLR1C: Significant Class B	LFQi 1_POLR1C: -Log(P-value)	LFQi 1_POLR1C: Difference	LFQi 1_RAB14: Significant Class A	LFQi 1_RAB14: Significant Class B	LFQi 1_RAB14: -Log(P-value)	LFQi 1_RAB14: Difference	LFQi 1_SEC13: Significant Class A	LFQi 1_SEC13: Significant Class B	LFQi 1_SEC13: -Log(P-value)	LFQi 1_SEC13: Difference	LFQi 1_SEC24D: Significant Class A	LFQi 1_SEC24D: Significant Class B	LFQi 1_SEC24D: -Log(P-value)	LFQi 1_SEC24D: Difference	LFQi 1_SPTLC1: Significant Class A	LFQi 1_SPTLC1: Significant Class B	LFQi 1_SPTLC1: -Log(P-value)	LFQi 1_SPTLC1: Difference	LFQi 1_TAF12: Significant Class A	LFQi 1_TAF12: Significant Class B	LFQi 1_TAF12: -Log(P-value)	LFQi 1_TAF12: Difference	LFQi 1_VAPA: Significant Class A	LFQi 1_VAPA: Significant Class B	LFQi 1_VAPA: -Log(P-value)	LFQi 1_VAPA: Difference	LFQi 1_ATL2: Profile correlation	LFQi 1_ATL3: Profile correlation	LFQi 1_ATP2B1: Profile correlation	LFQi 1_CLTA: Profile correlation	LFQi 1_LAMP1: Profile correlation	LFQi 1_LMAN1: Profile correlation	LFQi 1_MTOR: Profile correlation	LFQi 1_OSBPL8: Profile correlation	LFQi 1_POLR1C: Profile correlation	LFQi 1_RAB14: Profile correlation	LFQi 1_SEC13: Profile correlation	LFQi 1_SEC24D: Profile correlation	LFQi 1_SPTLC1: Profile correlation	LFQi 1_TAF12: Profile correlation	LFQi 1_VAPA: Profile correlation	Protein IDs	Majority protein IDs	Protein names	Gene names	Symbol color	Symbol type	Symbol size	Show label	Only identified by site	Reverse	Potential contaminant	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS count	LFQi 1_ATL2_01	LFQi 1_ATL2_02	LFQi 1_ATL2_03	LFQi 1_ATL3_01	LFQi 1_ATL3_02	LFQi 1_ATL3_03	LFQi 1_ATP2B1_01	LFQi 1_ATP2B1_02	LFQi 1_ATP2B1_03	LFQi 1_CLTA_01	LFQi 1_CLTA_02	LFQi 1_CLTA_03	LFQi 1_LAMP1_01	LFQi 1_LAMP1_02	LFQi 1_LAMP1_03	LFQi 1_LMAN1_01	LFQi 1_LMAN1_02	LFQi 1_LMAN1_03	LFQi 1_MTOR_01	LFQi 1_MTOR_02	LFQi 1_MTOR_03	LFQi 1_OSBPL8_01	LFQi 1_OSBPL8_02	LFQi 1_OSBPL8_03	LFQi 1_POLR1C_01	LFQi 1_POLR1C_02	LFQi 1_POLR1C_03	LFQi 1_RAB14_01	LFQi 1_RAB14_02	LFQi 1_SEC13_01	LFQi 1_SEC13_02	LFQi 1_SEC13_03	LFQi 1_SEC24D_01	LFQi 1_SEC24D_02	LFQi 1_SEC24D_03	LFQi 1_SPTLC1_01	LFQi 1_SPTLC1_02	LFQi 1_SPTLC1_03	LFQi 1_TAF12_01	LFQi 1_TAF12_02	LFQi 1_TAF12_03	LFQi 1_VAPA_01	LFQi 1_VAPA_02	LFQi 1_VAPA_03
		2.159389228	2.601283028			1.651882033	2.246009463			0.080763694	0.217095766			0.472994855	-0.967549933			0.238860731	-0.564028622			0.021998877	-0.062766974			0.530187021	-1.053006417			0.317895137	-0.711650558			1.038282174	-1.675887898			0.227049359	-0.625643522			0.133942798	-0.343232327			0.316985245	0.710026441			1.983987626	2.481288801			0.052971673	-0.146314839			0.55057242	-0.980883008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Q71U36-2;Q71U36;Q13748;Q13748-2;Q6PEY2;V9GZ17;C9J2C0;Q9NY65-2;Q9NY65	Q71U36-2;Q71U36;Q13748	Tubulin alpha-1A chain;Tubulin alpha-3C/D chain	TUBA1A;TUBA3C	Color2 [Red]	1	5					11	1	0	55	3.4	0	46.297	0.0041379	2.3393	9102300	19	15.60785007	13.0115242	15.06078053	15.64726162	15.29469299	11.67237949	14.85827255	11.32473469	10.9092617	10.50660324	12.19227886	11.12002373	11.29627037	11.95134926	11.6862793	12.93741989	11.46740723	11.91413689	11.59546757	10.76643372	11.22087479	9.742089272	12.14276791	12.64113903	10.55239487	9.688141823	11.6211195	12.28180027	10.70562553	13.8839798	12.38128567	9.278728485	13.32025242	13.00200653	12.13205528	16.59566498	15.34948826	11.40343857	12.02472401	12.04726887	12.01611519	11.96599674	10.87007904	10.09758091
		0.626937114	-1.133737146			0.824427788	-1.393038014			0.197374694	0.458300254	+	+	9.612950426	4.734719812			0.097661448	-0.246443431			0.008378376	-0.023143841			0.276733005	-0.606999733			0.295440485	-0.639996429			0.560342016	-1.045655532			0.785871203	1.221552042			0.334089757	-0.705994997			0.537693276	-1.014634069			0.282671838	-0.617552712			0.056411195	0.148084241			0.682158476	1.259533982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Q7KZ85;Q7KZ85-3	Q7KZ85;Q7KZ85-3	Transcription elongation factor SPT6	SUPT6H	Color2 [Red]	1	5					6	6	6	6.2	6.2	6.2	199.07	0	11.211	3013200	19	10.01234245	11.59474468	10.87508965	9.326683044	11.09095573	11.2866354	12.3310318	11.97883606	12.57135963	18.03515434	15.6098423	15.05265331	10.77866364	12.6132679	11.54197788	11.37148952	11.47222137	12.70721054	11.15983772	10.47141743	12.30638027	11.07505226	11.87266731	10.89874077	10.86742973	10.57243156	11.28569889	12.32329273	13.33497143	9.487350464	12.11423016	12.06251526	10.75425434	10.15814018	11.89888287	11.01657009	11.26461411	11.62729168	11.83234119	11.60451221	12.58719826	14.77612495	14.10418892	10.78167629
		0.635098949	-1.567015276			0.007335563	0.02685457			0.074874439	0.264345496			0.00733017	-0.027762785			0.098475045	0.340061115			1.651124886	-2.915635608			0.327995882	0.952858661			0.327543993	0.951817031			0.316183752	0.925461506			0.270676302	0.937379935			0.228633731	0.71032377			0.262562202	0.796383558			0.585797264	1.478860583			1.241858357	-2.453063384			0.108051587	-0.355477914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Q7L0Y3;C9JVB6	Q7L0Y3;C9JVB6	Mitochondrial ribonuclease P protein 1	TRMT10C	Color2 [Red]	1	5					6	6	6	28	28	28	47.346	0	29.885	54119000	103	19.11082458	16.77017403	15.21337032	17.17367744	19.23442078	19.46788025	14.7861166	22.15217781	19.2164135	18.02112007	18.7498951	18.57655144	19.52911377	18.19666862	18.63813972	18.59309959	12.56344414	16.21137428	19.57044792	19.75239754	18.73433304	19.39824295	19.52546692	19.13059044	19.28145409	19.85585022	18.84417152	19.28502655	19.16589737	19.35608292	18.80524063	19.22569275	19.25388908	19.30976868	19.06115532	20.75881767	18.89572334	19.85606384	10.22780418	19.24067497	19.17759895	19.05306053	17.79455566	17.88136482
		0.727309071	-1.353875278			0.916506769	-1.611473202			0.031339938	-0.090815662	+	+	5.013978776	4.031286258			0.418791166	-0.905299832			0.750950099	-1.384177471			0.07545252	0.209123139			0.914998758	-1.582359205			0.353478828	0.793948528			0.550633877	1.176432292			0.047223583	0.134595835			0.077251494	-0.213740467			0.027124969	0.078956277			0.108417799	-0.291442708			0.600041568	1.22685357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Q7L2E3-2;H7BXY3;Q7L2E3-3;Q7L2E3	Q7L2E3-2;H7BXY3;Q7L2E3-3;Q7L2E3	Putative ATP-dependent RNA helicase DHX30	DHX30	Color2 [Red]	1	5					10	10	10	15.1	15.1	15.1	136.11	0	142.77	22461000	153	10.86248684	12.03420067	10.55403614	11.96977901	9.624298096	11.08385277	12.69738865	12.05360126	12.18976688	16.36081314	16.37010765	15.59985447	11.30280972	11.84620953	11.54118919	10.55326557	11.93333626	10.88039207	13.00810623	11.96433449	12.79709435	11.18221474	10.843153	10.79401875	14.27496052	14.41547775	10.69506168	14.86891937	11.51104546	11.9158411	14.31550312	11.33226013	11.08752918	12.9001894	12.61337757	14.22151184	10.61153412	12.57681751	14.89064407	10.49098492	11.0047636	15.11691284	11.10589123	14.97010612
		0.056069861	-0.210149729			0.105004476	0.387022055			0.237563516	0.764270256			0.087014628	0.316501745			1.277835859	-2.602468127			0.132260583	0.461988649			0.675775577	-1.7064486			0.100802086	-0.362014117			0.734897183	1.809339905			0.038805187	-0.181662596			0.168901289	0.572353145			0.059195571	-0.221173477			0.125119912	0.439743387			0.332948618	1.004923793			0.344401059	-1.001094782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Q7L2H7;Q7L2H7-2;H0YCQ8;J3KNJ2;E9PN86;E7ESM3;E9PRI2;E9PRY0	Q7L2H7;Q7L2H7-2;H0YCQ8	Eukaryotic translation initiation factor 3 subunit M	EIF3M	Color2 [Red]	1	5					14	14	14	73.5	73.5	73.5	42.502	0	323.31	40939000	299	16.65690041	12.43753624	11.51765728	12.26528454	11.83389282	18.30443192	17.27157211	13.63185883	12.40113926	14.29232121	13.2826395	14.49235439	11.96156788	11.0687294	10.97144318	13.65238094	16.75720787	12.05972958	11.79773045	11.82114315	12.85871029	12.04292488	10.92429924	17.22524452	12.1354847	16.91846657	17.13831139	12.90088558	13.82356644	13.09062481	17.07022667	12.61342144	11.50472736	16.97757149	12.09933472	14.18595982	16.63325119	11.58864021	16.47761536	16.78455734	10.70736122	11.80819988	13.25337505	13.17768383
		0.655309448	-0.721045612			0.145222151	0.221941512			0.916252184	0.907417788			1.777516946	1.369756699			0.151970241	-0.225453913			0.869524824	0.876249985			0.03148242	0.052260335			0.142944132	-0.213661884			0.346762251	-0.448079445			0.290958879	-1.137779676			0.0855627	-0.134570803			0.177588248	-0.258070265			0.013538668	0.022916249			0.780861962	-0.814629092	+	+	14.71103325	7.93741278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Q7L4E1;Q7L4E1-2;Q7L4E1-3;B0QZG3;H7C474	Q7L4E1	Protein FAM73B	FAM73B	Color2 [Red]	1	5					5	5	5	15.3	15.3	15.3	65.53	0	67.808	2336000	15	10.94047737	10.76713562	10.4858427	12.58996582	10.25001049	12.18244076	13.58905792	10.45513725	12.64896202	12.64628887	12.80479622	12.51958752	10.18175316	11.82005596	11.56104469	11.96399879	11.37321568	13.26982117	11.45876026	11.91866112	10.95280075	12.03020763	10.53809929	11.02713013	10.35024929	11.73379612	10.86365891	10.81629276	10.83281994	10.73034859	10.87685013	12.20677948	11.73572254	10.88814449	10.84886265	11.65632725	11.3303566	11.26245594	8.869148254	10.24268818	12.82303333	20.58325195	19.0791626	18.50641632
		0.723080095	-0.966584351			0.240858858	0.40906224			0.088954886	-0.174489712	+	+	8.106858951	3.46319819			0.377457122	-0.599041739			0.194533942	0.349066898			0.230832978	-0.403155527			0.013054202	0.027660779			0.177377942	0.322558131			0.623979086	0.691777511			1.038319593	-1.232442374			0.344888369	-0.558233161			0.255868429	-0.439008595			0.04488631	-0.09192791			0.214949563	-0.372956421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Q7LBR1	Q7LBR1	Charged multivesicular body protein 1b	CHMP1B	Color2 [Red]	1	5					2	2	2	22.6	22.6	22.6	22.109	0	4.0697	606190	6	11.38267517	11.25197411	10.28075695	11.77345657	12.89232826	12.37656116	12.28598022	10.39479446	12.42331409	15.71395016	15.91832733	13.52331734	11.37267971	10.62641907	11.93188572	11.97938538	11.60615921	12.96521378	11.15629196	11.83139133	11.48456573	11.84331226	11.57029629	12.24905396	12.19714546	12.10021114	12.18015385	13.42412663	11.13560486	10.81422043	11.02451229	10.34206581	11.36167526	11.95311928	10.7289505	11.31825447	11.58674908	11.4681778	10.84990883	12.24360561	12.23870564	12.34916878	11.33643913	11.01068211
		0.109604506	-0.274567668			0.057202876	-0.147764905			0.498073208	-0.962320146			0.54454512	1.027671814			0.019517417	-0.053437969			0.282729485	0.619821766			0.170872531	0.406473923			0.378198662	0.780780229			0.035434584	-0.095376187			0.516543592	-1.223766095			0.542870713	-1.025360525			0.68311826	1.208941378			0.139063451	0.33955901			0.630934701	-1.142879759			0.034156703	0.092251714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Q7LGA3;Q7LGA3-3;Q7LGA3-2;K7EP71	Q7LGA3;Q7LGA3-3;Q7LGA3-2	Heparan sulfate 2-O-sulfotransferase 1	HS2ST1	Color2 [Red]	1	5					3	3	2	16	16	9.3	41.881	0	16.043	2752600	20	13.48217773	10.82532215	13.02411842	13.2874527	12.26841259	12.15616131	13.55222988	10.13523293	11.74378681	13.96054459	13.7786932	13.19067383	14.71225834	12.53605652	10.69431973	15.45930386	12.07833004	12.26532364	13.59793568	11.367136	14.24837208	15.69598961	10.18820286	14.36351871	13.12242317	11.6563015	13.04802799	10.81297588	12.28904915	10.95206356	13.7386198	10.56637573	14.54417992	11.57688332	15.30972481	15.02457714	11.54013062	12.46383953	10.47679806	12.1200304	12.33550644	14.28994656	12.88367462	11.25845528
		0.226910909	-0.283299028			0.400163723	-0.443894604			0.036513279	-0.05377002			0.011728145	0.017740422			0.130732696	0.176090667			1.236054866	0.981671969			0.185305618	-0.238713591			0.571928358	0.583353288			0.612111295	-0.612597792			0.935157715	-1.610929452			1.030267074	0.874081702			0.236422511	0.293152591			0.003818393	0.005827595			0.827255849	-0.755659748	+	+	8.159281154	3.907642464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Q7Z2K6	Q7Z2K6	Endoplasmic reticulum metallopeptidase 1	ERMP1	Color2 [Red]	1	5					1	1	1	2	2	2	100.23	0.0045086	2.2098	728950	1	9.99777317	11.5176115	12.29183197	10.51817703	10.52941322	12.27783966	11.40171909	12.28177643	10.75794601	11.39533806	12.37024879	10.87344933	10.60328388	11.65717983	12.81611919	13.08567905	11.97136497	12.24548721	10.7575016	11.09358215	12.07932949	12.6744194	12.45619011	11.07130432	10.41407394	10.56886005	11.91437817	10.18125725	10.14909077	11.69672966	12.69365311	12.61485958	12.17255878	11.5736599	11.65382481	10.74433231	12.42150974	11.4402771	10.39713669	10.30978203	11.79509068	16.6456871	14.98071957	14.75363445
		0.168520621	-0.894022842			0.319415163	-1.527817626			0.202110011	-1.044533938			0.292108638	-1.41659684			0.057807845	-0.338503574			0.210025613	1.07899793			0.273397983	-1.34259035			0.048383825	-0.286026528	+	+	11.53815452	11.11069016			0.607702792	-2.883266804			0.778781461	-2.947182537			0.049675287	-0.293275143			0.115924981	-0.64280183			0.179406312	-0.943583806			0.078536684	-0.448379417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Q7Z2T5;Q7Z2T5-2;X6RK96	Q7Z2T5	TRMT1-like protein	TRMT1L	Color2 [Red]	1	5					21	21	21	47.7	47.7	47.7	81.746	0	323.31	86768000	257	14.09366512	10.94014072	13.40394402	10.546731	12.3300848	13.65954971	12.68255234	13.2615366	12.077775	12.60411263	13.37245655	11.01722622	15.13506794	11.43186283	13.40580654	13.04413795	17.18379021	13.66158962	11.90572548	12.75081539	12.54174614	13.4572525	10.97913933	15.68134785	24.0405941	23.53267097	24.0354023	10.7303524	10.9032793	8.460824013	13.22723961	11.07648182	15.64751434	12.55059338	11.89960289	12.23305035	14.96185684	11.937006	11.98569965	9.995767593	16.31933784	13.04343796	12.26401901	14.46722317
		0.211348979	0.494289834			0.589129818	1.018983641			0.723994415	1.277061226			0.226873845	0.524563036			0.486516155	0.959219705			0.380990365	-0.796502758			0.040870627	0.110952613			0.59482321	-1.11135986			0.073391301	0.192861067			0.267158092	0.864100456			0.717497242	-1.269082987			0.396770975	0.821881885			1.133539157	-1.721241669			0.129428735	-0.323207401		+	2.496932511	2.897572953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Q7Z417;Q7Z417-2	Q7Z417	Nuclear fragile X mental retardation-interacting protein 2	NUFIP2	Color2 [Red]	1	5					9	9	8	26.8	26.8	21.2	76.12	0	192.81	21652000	162	10.82069397	17.32474327	10.89672565	16.3236351	12.28411484	12.00849438	13.16075611	14.70033169	13.34399605	12.53021049	12.31628132	14.27932072	14.98935032	12.37635136	12.96113586	11.88751507	12.49121761	11.09676647	13.48167992	11.63967037	12.86159134	12.45324516	11.08156013	11.07069397	11.33348083	11.90096855	14.97481823	13.18317032	14.25701904	11.16541767	11.82215118	11.18211651	14.30192471	11.32427406	14.32115269	10.3849287	11.33185005	11.20352077	10.79433632	10.9580698	15.03088284	13.2515564	18.75668716	14.24376869
		0.275819221	0.206665657			0.399440791	-0.300064105			0.917635797	-0.503143638			0.488174091	-0.322526042			0.198711026	0.157356989			1.467315834	-0.677478318			0.845313363	0.476238759			0.052473485	-0.047211892			0.178765717	0.143765404			0.648005585	0.540771729			0.442922148	0.299810464			0.079594122	0.06973441			0.381049163	0.267168572			0.688797314	-0.413670422			0.943573463	0.528123837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Q7Z6J8;D6RD24;D6RHY9;H0Y359	Q7Z6J8	E3 ubiquitin-protein ligase E3D	UBE3D	Color2 [Red]	1	5					7	7	7	25.4	25.4	25.4	43.656	0	35.276	15561000	99	19.59803391	19.25213432	18.78711128	19.53248596	19.0065403	17.57806396	18.17947197	19.32184029	18.1746521	19.27732849	18.36853981	18.52917099	19.60958672	18.75987434	19.13157082	19.0143795	18.64582634	17.53404427	19.90087509	19.49193192	18.98934555	19.48532295	18.99703026	18.45342255	19.67999458	19.25324249	18.53023911	19.58492279	19.40779495	19.44822884	19.05943871	19.38698578	19.3804493	18.97222328	18.90624428	19.8243084	18.89604759	19.08410263	19.29943085	18.67686653	17.9468956	19.72335815	19.81645584	19.06184006
		0.280364012	-0.611389978			0.17991161	0.400667327			0.646680734	-1.155098579			0.112306113	0.27873319			0.061132208	-0.159185391			0.066930454	-0.173291924			0.206857728	0.475273441			0.869878181	1.417358362			0.138683133	0.336415627			0.048656111	0.157471632			2.032283691	-2.39042729			0.464468491	-0.90715639			0.19139187	0.444945017			2.005007284	2.372379103			0.192723482	0.411695934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Q7Z7C8;Q7Z7C8-2;C9J7M8;A0A0A0MRR3;Q7Z7C8-4	Q7Z7C8;Q7Z7C8-2;C9J7M8;A0A0A0MRR3;Q7Z7C8-4	Transcription initiation factor TFIID subunit 8	TAF8	Color2 [Red]	1	5					2	2	1	16.5	16.5	6.1	34.262	0	25.586	1834100	53	14.9569664	13.09661674	9.754589081	14.77154064	14.36105251	11.71175098	9.424607277	14.45185471	12.42935753	14.38323212	13.09072495	12.79376602	14.61591721	13.1249485	11.31681919	14.2179575	12.50493622	12.29581261	14.21954632	12.70193481	13.8893137	15.19667912	14.28706264	13.93018246	14.29059505	13.1103363	13.02617741	14.72621822	11.80288792	10.51618958	11.62061405	10.7556076	11.91178703	13.77550697	11.30362892	14.25886059	13.54206467	12.92606735	16.05184555	14.88855267	15.1123991	14.09292221	13.13851166	13.64599609
		0.265111179	-0.79341764			0.025148997	-0.091748901			0.068597066	-0.240839649			0.866553994	-1.920162083	+	+	10.60407125	6.587534196			0.000689372	-0.002600361			0.22868564	-0.702238401			0.624277387	-1.530035282			0.358365603	1.009902291			0.263843162	0.902355732			0.457845612	-1.218898092			0.286502761	-0.845111911			0.688520391	-1.639797856			0.199760414	0.626736605			0.333640516	-0.954765347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Q86T03;Q86T03-2;H0YJ90;E5RIY0;E5RFT4;Q8N4L2	Q86T03;Q86T03-2;H0YJ90;E5RIY0;E5RFT4;Q8N4L2	"Type 1 phosphatidylinositol 4,5-bisphosphate 4-phosphatase;Type 2 phosphatidylinositol 4,5-bisphosphate 4-phosphatase"	TMEM55B;TMEM55A	Color2 [Red]	1	5					2	2	2	12.3	12.3	12.3	29.469	0	3.8171	514220	6	11.81868172	10.54795933	11.74935627	11.53094292	11.99887276	12.69118786	12.30279064	12.03231716	11.30774975	10.55103111	10.13005161	10.32154179	18.65909767	17.83263016	18.01900482	12.02198219	12.62831116	11.65085697	9.59114933	11.86456299	12.91222763	9.855382919	11.05018711	11.17503643	15.67895794	11.53841019	11.88148689	13.44979382	12.60411739	11.18701744	10.86532784	10.88798237	11.04862785	11.93127251	10.99325752	10.28371239	10.64867306	10.8449297	12.46161556	12.44519997	13.1332922	10.83966541	11.58948898	11.2027998
		0.040852378	0.044916671			0.149712077	-0.152541597			0.178988841	-0.173791876			1.300986735	-0.760101364			0.393746719	0.330905288			3.979216679	-1.394886008			0.367341023	0.313562039			0.24654262	0.227633404			0.149826301	0.148941649			0.842537703	0.71163559			0.58102038	0.442544038			0.004738632	-0.005418441			0.236325252	0.21979253			0.137153879	0.137799862			0.275779138	0.249557377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Q86T24	Q86T24	Transcriptional regulator Kaiso	ZBTB33	Color2 [Red]	1	5					5	5	5	12.4	12.4	12.4	74.484	0	61.943	14459000	157	18.19311142	18.10886192	17.47048378	18.26480865	18.00662231	16.90865135	17.48180008	18.42951393	17.25681686	17.4064045	17.17474937	16.96691132	18.71219826	17.84518433	18.00530624	16.99634171	17.57525826	15.22245502	18.3640995	18.2450695	17.90559769	18.42636299	18.1476326	17.70333672	18.35603905	17.85756874	17.84628677	18.88952827	18.16947556	18.4944725	18.2678299	18.10886192	18.3246994	17.40872765	17.89994621	18.49208832	18.25607872	17.50749969	18.49864578	17.9001236	17.63033867	18.35255241	18.20900536	17.82482147
		0.260179744	-1.014670145			0.371037243	-1.338613283			0.238764222	-0.94528438	+	+	18.35647566	9.567704228			0.274037104	-1.058610517			0.021080536	0.100937689			0.522094886	-1.745526722			0.010750852	0.052067693			0.202923438	-0.824834224			0.247844808	-0.401731222			0.127569967	-0.551060776			0.107055855	-0.47087871			0.267894281	-1.039222318			0.311582953	-1.174145544			0.361026456	-1.318702471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Q86TB9-4;Q86TB9;Q86TB9-2;Q86TB9-3	Q86TB9-4;Q86TB9;Q86TB9-2	Protein PAT1 homolog 1	PATL1	Color2 [Red]	1	5					10	10	10	20.1	20.1	20.1	79.907	0	107.7	14014000	57	11.39811325	12.57021713	9.08494091	10.73751068	10.21430397	11.12962723	11.51159954	11.34634781	10.38704777	20.74106598	21.04493523	20.50804138	10.47091675	11.35386562	11.10707474	12.66893196	11.07883644	12.38810349	9.982665062	9.494303703	11.55683041	11.48662949	11.94964981	12.56455708	9.575331688	11.99035454	12.01213169	10.80684853	10.62068939	11.37827969	11.3747139	11.5813036	12.2118845	11.73276138	10.61120701	12.46458626	10.72933197	9.791511536	11.75457096	10.18716049	10.67088413	9.067674637	11.34206581	11.73143387
		0.367954519	-2.052540443			0.317048529	-1.828287424			0.033866081	-0.245208268			0.311868672	-1.801334617			0.044642179	-0.319622712			0.080866779	0.558629735			0.276678036	-1.635607365			0.31144991	-1.799401147			0.453401012	2.408965229			0.264055517	-1.850056954			1.204719242	-4.736324129			0.346218903	-1.956957917			0.558630639	2.811790049	+	+	4.900108176	10.00186951			0.271659512	1.674872099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Q86TJ2-3;Q86TJ2-2;Q86TJ2	Q86TJ2-3;Q86TJ2-2;Q86TJ2	Transcriptional adapter 2-beta	TADA2B	Color2 [Red]	1	5					7	7	7	29.9	29.9	29.9	37.966	0	31.293	107440000	35	11.84564686	14.47453022	11.46409321	15.03127003	10.54947948	12.87627983	16.01904678	14.77746105	11.98170662	16.84818268	11.57516098	10.05504799	17.0012989	12.39011288	13.18118382	16.11400604	15.92597198	12.95936775	14.11080933	13.69337845	11.13213444	14.33308506	13.29935074	10.85129833	25.74980545	12.66542721	11.69688225	13.54833984	12.0117197	8.9560709	10.31216812	11.10031319	14.68535137	12.76133251	10.60169601	13.59467411	14.10295963	23.52754974	24.42046928	23.65567398	23.01636505	22.78719902	13.04022121	13.13908768
		0.643197212	1.16891425			0.269527232	-0.596938042			0.633225487	-1.15600466			1.493442305	-2.030590348			0.036714035	-0.099563362			0.138112438	-0.340504401			1.030991114	1.610718409			0.84119748	-1.407684708			0.114601744	-0.288349715			0.298389543	0.722149311			0.412425054	0.842119126			0.047328876	0.126946368			0.324964066	0.699240094			0.147064078	0.359859467			0.477366953	0.942672502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Q86TJ5	Q86TJ5	Zinc finger protein 554	ZNF554	Color2 [Red]	1	5					3	3	3	9.7	9.7	9.7	60.581	0	5.4685	1357500	12	15.49701023	14.23084641	15.40862846	14.15458107	13.62685013	12.05749702	12.26978397	15.62642193	10.81616116	11.13528442	14.05587578	11.10458851	14.81783295	12.32932854	14.48431969	14.62336731	14.06474304	12.27761269	14.62781906	16.2048378	15.52460289	13.84293938	13.07911777	11.0948782	13.56985569	13.99682617	13.54315281	15.81853199	13.54194355	13.60304642	16.12575722	14.50469494	14.21780586	16.35835838	11.68119907	17.30162048	13.60211849	12.93496227	14.95283222	13.51791573	14.43019104	15.45677185	13.47180176	15.52918625
		0.545179598	-1.510200455			0.185589684	-0.60382616			0.153912209	-0.545017778			1.804677936	3.303516052			0.009945069	0.040406427			0.468731762	-1.350390961			0.336781823	1.046860513			0.20991476	0.711409296			0.007524269	0.030654172			0.097844202	-0.406275688			0.116744228	-0.426691264			0.005192813	-0.021211633			0.351608125	-1.08298982			0.046840937	0.182939974			0.113917209	0.377025014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Q86UP2-3;Q86UP2-4;Q86UP2;B7Z6P3;H0YJZ8;G3V5P0;H0YJP2;G3V5G2;H0YJV5	Q86UP2-3;Q86UP2-4;Q86UP2	Kinectin	KTN1	Color2 [Red]	1	5					26	26	1	31	31	1.1	150.35	0	323.31	76064000	569	17.18379021	9.478874207	10.00675011	16.76914024	10.98304462	11.63635254	11.55142975	15.87414074	11.91079617	16.83701134	15.19452572	17.93893623	15.53442478	12.94900036	12.47056103	12.11542225	12.77531338	12.22025776	17.0372467	15.2242651	11.47346592	16.8891716	14.70654964	11.2123518	16.88798141	11.03829765	13.00076008	14.50989914	11.67030239	15.76551914	13.23360443	10.66419792	16.12377739	11.51219845	13.1477499	15.13217831	11.50458527	11.21310139	15.69128036	13.32221031	12.33433819	16.08451843	13.62170887	12.62486362
